245968	漳州市交通建设投资开发有限公司	招标人:漳州市交通建设投资开发有限公司	招标人/n/N :/x/N 漳州市/ns/Y 交通/n/Y 建设/vn/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y
15362291	西安涝河水系建设管理有限公司	近日,本公司收到西安涝河水系建设管理有限公司发来的中标通知书,确定本公司与四川桓宇建筑工程有限责任公司以联合体方式中标“涝河渼陂湖水系生态修复”工程,中标价约为7.62亿元,工期1,095日历天	近日/t/N ,/x/N 本/r/N 公司/n/N 收到/v/N 西安/ns/Y 涝/v/Y 河/ns/Y 水系/n/Y 建设/vn/Y 管理/vn/Y 有限公司/n/Y 发来/v/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 确定/v/N 本/r/N 公司/n/N 与/p/N 四川/ns/N 桓宇/nr/N 建筑工程/n/N 有限责任/l/N 公司/n/N 以/p/N 联合体/nt/N 方式/n/N 中标/n/N “/x/N 涝/v/N 河/n/N 渼/zg/N 陂/x/N 湖/n/N 水系/n/N 生态/n/N 修复/v/N ”/x/N 工程/n/N ,/x/N 中/f/N 标价/n/N 约/d/N 为/p/N 7.62/m/N 亿元/m/N ,/x/N 工期/vn/N 1/x/N ,/x/N 095/m/N 日历/t/N 天/q/N
547562	OMANCEMENTCAOMPANY	近日,中国中材国际工程股份有限公司之子公司中国建材装备有限公司和OMANCEMENTCAOMPANY(S.A.O.G)签署了日产4000吨水泥熟料生产线合同(EPC),合同范围包括工程设计、设备采购、土建安装及技术服务等,合同金额为1.62亿美元,合同工期为25个月	近日/t/N ,/x/N 中国/ns/N 中/f/N 材/zg/N 国际/n/N 工程/n/N 股份/n/N 有限公司/n/N 之/u/N 子公司/n/N 中国建材/nt/N 装备/n/N 有限公司/n/N 和/c/N OMANCEMENTCAOMPANY/eng/Y (/x/N S/eng/N ./m/N A/eng/N ./m/N O/eng/N ./m/N G/eng/N )/x/N 签署/v/N 了/ul/N 日产/j/N 4000/m/N 吨/m/N 水泥/n/N 熟料/n/N 生产线/n/N 合同/a/N (/x/N EPC/eng/N )/x/N ,/x/N 合同/a/N 范围/n/N 包括/v/N 工程设计/n/N 、/x/N 设备/vn/N 采购/v/N 、/x/N 土建/ns/N 安装/v/N 及/c/N 技术/n/N 服务/vn/N 等/u/N ,/x/N 合同/a/N 金额/n/N 为/p/N 1.62/m/N 亿美元/m/N ,/x/N 合同/a/N 工期/vn/N 为/p/N 25/m/N 个/m/N 月/m/N
19230262	国防领域重要部门	近日,沈阳新机器人自动化股份有限公司(以下简称“公司”)与国防领域重要部门分别签订《转载输送系统订购合同》、《装备贮存系统订购合同》和《装备自动保障系统订购合同》,上述三个合同总金额为人民币29,429.53万元(人民币贰亿玖仟肆佰贰拾玖万伍仟叄佰元)	近日/t/N ,/x/N 沈阳/ns/N 新/a/N 机器人/n/N 自动化/l/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 与/p/N 国防/n/Y 领域/n/Y 重要/a/Y 部门/n/Y 分别/d/N 签订/v/N 《/x/N 转载/v/N 输送/v/N 系统/n/N 订购/v/N 合同/a/N 》/x/N 、/x/N 《/x/N 装备/n/N 贮存/v/N 系统/n/N 订购/v/N 合同/a/N 》/x/N 和/c/N 《/x/N 装备/n/N 自动/vn/N 保障系统/n/N 订购/v/N 合同/a/N 》/x/N ,/x/N 上述/b/N 三个/m/N 合同/a/N 总金额/n/N 为/p/N 人民币/n/N 29/m/N ,/x/N 429.53/m/N 万元/m/N (/x/N 人民币/n/N 贰/m/N 亿/m/N 玖/m/N 仟/m/N 肆/m/N 佰/m/N 贰/m/N 拾/v/N 玖/m/N 万/m/N 伍仟/nr/N 叄/yg/N 佰/m/N 元/q/N )/x/N
25036	云家通商贸有限公司	2015年2月3日,德尔国际家居股份有限公司(以下简称“公司”或“甲方”)与金螳螂(苏州)电子商务有限公司旗下子公司云家通商贸有限公司(以下简称“云家通”或“乙方”)签订了《云家通商贸物资采购合同》(以下简称“本合同”),本合同是德尔家居与金螳螂(苏州)电子商务有限公司以“家装e站”品牌线上和线下实体体验店在全国范围内的O2O战略合作,是德尔地板与家装e站的深度推广,双方视对方为战略合作伙伴	2015/m/N 年/m/N 2/m/N 月/m/N 3/m/N 日/m/N ,/x/N 德尔/ns/N 国际/n/N 家居/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 甲方/n/N ”/x/N )/x/N 与/p/N 金/n/N 螳螂/n/N (/x/N 苏州/ns/N )/x/N 电子商务/n/N 有限公司/n/N 旗下/n/N 子公司/n/N 云家通/nr/Y 商贸/n/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 云家通/nr/N ”/x/N 或/c/N “/x/N 乙方/n/N ”/x/N )/x/N 签订/v/N 了/ul/N 《/x/N 云家通/nr/N 商贸/n/N 物资/n/N 采购/v/N 合同/a/N 》/x/N (/x/N 以下/f/N 简称/v/N “/x/N 本合同/n/N ”/x/N )/x/N ,/x/N 本合同/n/N 是/v/N 德尔/ns/N 家居/n/N 与/p/N 金/n/N 螳螂/n/N (/x/N 苏州/ns/N )/x/N 电子商务/n/N 有限公司/n/N 以/p/N “/x/N 家装/n/N e/eng/N 站/v/N ”/x/N 品牌/n/N 线/n/N 上/f/N 和/c/N 线下/n/N 实体/n/N 体验/n/N 店/n/N 在/p/N 全国/n/N 范围/n/N 内/f/N 的/uj/N O2O/eng/N 战略/n/N 合作/vn/N ,/x/N 是/v/N 德尔/ns/N 地板/n/N 与/p/N 家装/n/N e/eng/N 站/v/N 的/uj/N 深度/ns/N 推广/v/N ,/x/N 双方/n/N 视/vg/N 对方/n/N 为/p/N 战略/n/N 合作伙伴/n/N
25036	云家通商贸有限公司	云家通商贸有限公司为金螳螂(苏州)电子商务有限公司的全资子公司,金螳螂(苏州)电子商务有限公司是苏州金螳螂建筑装饰股份有限公司控股子公司,其专注于家装、小公装的装饰电商O2O服务交易平台建设	云家通/nr/Y 商贸/n/Y 有限公司/n/Y 为/p/N 金/n/N 螳螂/n/N (/x/N 苏州/ns/N )/x/N 电子商务/n/N 有限公司/n/N 的/uj/N 全资/n/N 子公司/n/N ,/x/N 金/nr/N 螳螂/n/N (/x/N 苏州/ns/N )/x/N 电子商务/n/N 有限公司/n/N 是/v/N 苏州/ns/N 金/nr/N 螳螂/n/N 建筑/n/N 装饰/n/N 股份/n/N 有限公司/n/N 控股/v/N 子公司/n/N ,/x/N 其/r/N 专注/v/N 于/p/N 家装/n/N 、/x/N 小/a/N 公装/n/N 的/uj/N 装饰/n/N 电商/n/N O2O/eng/N 服务/vn/N 交易平台/n/N 建设/vn/N
25036	云家通商贸有限公司	5、订货方式:乙方订货时,应使用乙方订单管理部制作的印有“云家通商贸有限公司订单专用章”的订货清单,且通过甲方系统下达订单,否则甲方有权拒绝拒收订单	5/x/N 、/x/N 订货/n/N 方式/n/N :/x/N 乙方/n/N 订货/n/N 时/n/N ,/x/N 应/v/N 使用/v/N 乙方/n/N 订单/n/N 管理部/n/N 制作/vn/N 的/uj/N 印有/v/N “/x/N 云家通/nr/Y 商贸/n/Y 有限公司/n/Y 订单/n/N 专用章/n/N ”/x/N 的/uj/N 订货/n/N 清单/a/N ,/x/N 且/zg/N 通过/p/N 甲方/n/N 系统/n/N 下达/v/N 订单/n/N ,/x/N 否则/c/N 甲方/n/N 有权/n/N 拒绝/v/N 拒收/v/N 订单/n/N
25036	云家通商贸有限公司	备查文件:公司与云家通商贸有限公司签订的《云家通商贸物资采购合同》	备查/vn/N 文件/n/N :/x/N 公司/n/N 与/p/N 云家通/nr/Y 商贸/n/Y 有限公司/n/Y 签订/v/N 的/uj/N 《/x/N 云家通/nr/N 商贸/n/N 物资/n/N 采购/v/N 合同/a/N 》/x/N
19168019	沁阳市住房和城乡建设局	2018年1月15日,本联合体收到了沁阳市住房和城乡建设局签发的中标通知书,确定本联合体为中标人	2018/m/N 年/m/N 1/m/N 月/m/N 15/m/N 日/m/N ,/x/N 本/r/N 联合体/nt/N 收到/v/N 了/ul/N 沁阳市/ns/Y 住房/n/Y 和/c/Y 城乡/n/Y 建设局/nt/Y 签发/v/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 确定/v/N 本/r/N 联合体/nt/N 为/p/N 中标人/n/N
802037	淮南市市容管理局	淮南国新生物科技有限公司设立的目的为以特许经营的模式在安徽省淮南市开展餐厨垃圾收运与资源化处理工程项目的投资、建设及运营业务,2013年3月12日,淮南市市容管理局与桑德环境在北京市签署了《淮南市餐厨垃圾收集处置项目特许经营协议》,淮南市市容管理局根据淮南市人民政府授权作为特许经营权授予方,将淮南地区内的餐厨垃圾收运与处置特许经营权正式授予淮南国新生物科技有限公司	淮南/ns/N 国新/nz/N 生物科技/n/N 有限公司/n/N 设立/v/N 的/uj/N 目的/n/N 为/p/N 以/f/N 特许/d/N 经营/vn/N 的/uj/N 模式/n/N 在/p/N 安徽省/ns/N 淮南市/ns/N 开展/v/N 餐厨/n/N 垃圾/n/N 收运/n/N 与/p/N 资源化/n/N 处理/v/N 工程项目/n/N 的/uj/N 投资/vn/N 、/x/N 建设/vn/N 及/c/N 运营/vn/N 业务/n/N ,/x/N 2013/m/N 年/m/N 3/m/N 月/m/N 12/m/N 日/m/N ,/x/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 与/p/N 桑德/nr/N 环境/n/N 在/p/N 北京市/ns/N 签署/v/N 了/ul/N 《/x/N 淮南市/ns/N 餐厨/n/N 垃圾/n/N 收集/v/N 处置/v/N 项目/n/N 特许/d/N 经营/vn/N 协议/n/N 》/x/N ,/x/N 淮南市/ns/N 市容/n/N 管理局/n/N 根据/p/N 淮南市/ns/N 人民政府/nt/N 授权/v/N 作为/v/N 特许/d/N 经营权/n/N 授予/v/N 方/n/N ,/x/N 将/d/N 淮南/ns/N 地区/n/N 内/f/N 的/uj/N 餐厨/n/N 垃圾/n/N 收运/n/N 与/p/N 处置/v/N 特许/d/N 经营权/n/N 正式/ad/N 授予/v/N 淮南/ns/N 国新/nz/N 生物科技/n/N 有限公司/n/N
802037	淮南市市容管理局	2013年3月12日,根据淮南市人民政府授权,淮南市市容管理局与桑德环境资源股份有限公司(以下称“桑德环境”或“公司”)控股子公司淮南国新生物科技有限公司(以下简称“淮南国新”)在北京市签署了《淮南市餐厨垃圾收集处置特许经营协议》(以下称“特许经营协议”)	2013/m/N 年/m/N 3/m/N 月/m/N 12/m/N 日/m/N ,/x/N 根据/p/N 淮南市/ns/N 人民政府/nt/N 授权/v/N ,/x/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 与/p/N 桑德/nr/N 环境/n/N 资源/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 称/v/N “/x/N 桑德/nr/N 环境/n/N ”/x/N 或/c/N “/x/N 公司/n/N ”/x/N )/x/N 控股/v/N 子公司/n/N 淮南/ns/N 国新/nz/N 生物科技/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 淮南/ns/N 国新/nz/N ”/x/N )/x/N 在/p/N 北京市/ns/N 签署/v/N 了/ul/N 《/x/N 淮南市/ns/N 餐厨/n/N 垃圾/n/N 收集/v/N 处置/v/N 特许/d/N 经营/vn/N 协议/n/N 》/x/N (/x/N 以下/f/N 称/v/N “/x/N 特许/d/N 经营/vn/N 协议/n/N ”/x/N )/x/N
802037	淮南市市容管理局	依据国家相关法律法规,淮南市人民政府授权淮南市市容管理局作为特许经营权授予方将淮南地区内的餐厨垃圾收运与处置特许经营权正式授予淮南国新,在特许经营期内淮南国新独家拥有在淮南市境内收集、运输、处理和处置淮南市境内的餐厨垃圾的权利,负责淮南市餐厨垃圾收集与处置项目的投融资、设计、建设、运营、维护管理,收取淮南市政府支付的餐厨垃圾收集处置补贴费,特许经营期限为30年	依据/p/N 国家/n/N 相关/v/N 法律法规/n/N ,/x/N 淮南市/ns/N 人民政府/nt/N 授权/v/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 作为/v/N 特许/d/N 经营权/n/N 授予/v/N 方将/n/N 淮南/ns/N 地区/n/N 内/f/N 的/uj/N 餐厨/n/N 垃圾/n/N 收运/n/N 与/p/N 处置/v/N 特许/d/N 经营权/n/N 正式/ad/N 授予/v/N 淮南/ns/N 国新/nz/N ,/x/N 在/p/N 特许/d/N 经营/vn/N 期内/f/N 淮南/ns/N 国新/nz/N 独家/n/N 拥有/v/N 在/p/N 淮南市/ns/N 境内/s/N 收集/v/N 、/x/N 运输/vn/N 、/x/N 处理/v/N 和/c/N 处置/v/N 淮南市/ns/N 境内/s/N 的/uj/N 餐厨/n/N 垃圾/n/N 的/uj/N 权利/n/N ,/x/N 负责/v/N 淮南市/ns/N 餐厨/n/N 垃圾/n/N 收集/v/N 与/p/N 处置/v/N 项目/n/N 的/uj/N 投融资/n/N 、/x/N 设计/vn/N 、/x/N 建设/vn/N 、/x/N 运营/vn/N 、/x/N 维护/v/N 管理/vn/N ,/x/N 收取/v/N 淮南/ns/N 市政府/n/N 支付/v/N 的/uj/N 餐厨/n/N 垃圾/n/N 收集/v/N 处置/v/N 补贴费/n/N ,/x/N 特许/d/N 经营/vn/N 期限/n/N 为/p/N 30/m/N 年/m/N
802037	淮南市市容管理局	1、甲方:淮南市市容管理局局长:罗志银;	1/x/N 、/x/N 甲方/n/N :/x/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 局长/n/N :/x/N 罗志银/nr/N ;/x/N
802037	淮南市市容管理局	4、履约能力分析:淮南市市容管理局为政府机构,且根据淮南市人民政府授权签署本公告所述特许经营协议,具备较强的履约能力	4/x/N 、/x/N 履约/v/N 能力/n/N 分析/vn/N :/x/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 为/p/N 政府/n/N 机构/n/N ,/x/N 且/zg/N 根据/p/N 淮南市/ns/N 人民政府/nt/N 授权/v/N 签署/v/N 本/r/N 公告/n/N 所述/b/N 特许/d/N 经营/vn/N 协议/n/N ,/x/N 具备/v/N 较强/a/N 的/uj/N 履约/v/N 能力/n/N
802037	淮南市市容管理局	(2)在淮南市市容管理局协助与配合下向政府有关部门申请、申报并取得餐厨垃圾收运、处置服务许可证;	(/x/N 2/x/N )/x/N 在/p/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 协助/v/N 与/p/N 配合/v/N 下向/v/N 政府/n/N 有关/vn/N 部门/n/N 申请/v/N 、/x/N 申报/nz/N 并/c/N 取得/v/N 餐厨/n/N 垃圾/n/N 收运/n/N 、/x/N 处置/v/N 服务/vn/N 许可证/nr/N ;/x/N
802037	淮南市市容管理局	根据特许经营协议约定,淮南市市容管理局应履行以下责任及义务:	根据/p/N 特许/d/N 经营/vn/N 协议/n/N 约定/v/N ,/x/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 应/v/N 履行/v/N 以下/f/N 责任/n/N 及/c/N 义务/n/N :/x/N
802037	淮南市市容管理局	(1)淮南市市容管理局已获淮南市人民政府授权,完全有权代表淮南市人民政府签署本特许经营协议,实施淮南市餐厨垃圾收运与处置的特许经营权授予行为;	(/x/N 1/x/N )/x/N 淮南市/ns/Y 市容/n/Y 管理局/n/Y 已/d/N 获/v/N 淮南市/ns/N 人民政府/nt/N 授权/v/N ,/x/N 完全/ad/N 有权/n/N 代表/n/N 淮南市/ns/N 人民政府/nt/N 签署/v/N 本/r/N 特许/d/N 经营/vn/N 协议/n/N ,/x/N 实施/v/N 淮南市/ns/N 餐厨/n/N 垃圾/n/N 收运/n/N 与/p/N 处置/v/N 的/uj/N 特许/d/N 经营权/n/N 授予/v/N 行为/v/N ;/x/N
4922123	通辽市科尔沁区农村公路建设管理办公室	云南旅游股份有限公司(以下简称“公司”)于近日收到控股子公司江南园林有限公司发来的与通辽市科尔沁区农村公路建设管理办公室签订的《合同书》,确认公司控股子公司江南园林为修建通辽市科尔沁区2016年嘎查村(场)街巷硬化工程的中标单位	云南旅游/nz/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 控股/v/N 子公司/n/N 江南/ns/N 园林/n/N 有限公司/n/N 发来/v/N 的/uj/N 与/p/N 通辽市/ns/Y 科尔沁区/ns/Y 农村公路/n/Y 建设/vn/Y 管理/vn/Y 办公室/n/Y 签订/v/N 的/uj/N 《/x/N 合同书/n/N 》/x/N ,/x/N 确认/v/N 公司/n/N 控股/v/N 子公司/n/N 江南/ns/N 园林/n/N 为/p/N 修建/v/N 通辽市/ns/N 科尔沁区/ns/N 2016/m/N 年/m/N 嘎/o/N 查/v/N 村/n/N (/x/N 场/q/N )/x/N 街巷/n/N 硬化/n/N 工程/n/N 的/uj/N 中标/n/N 单位/n/N
93547	中电国际新能源控股有限公司	近日,安徽盛运环保(集团)股份有限公司(以下简称公司)收到中电国际新能源控股有限公司2014年第二批基建集中打捆招标(蒸汽轮发电机、烟气净化)招标中标通知书,通知本公司在花溪烟气净化、仁怀烟气净化、芜湖烟气净化、霸州烟气净化标段招标中中标,中标价格约7,500.00万元,占2013年经审计营业收入的	近日/t/N ,/x/N 安徽/ns/N 盛运/nz/N 环保/j/N (/x/N 集团/n/N )/x/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N 公司/n/N )/x/N 收到/v/N 中/f/Y 电/n/Y 国际/n/Y 新能源/n/Y 控股/v/Y 有限公司/n/Y 2014/m/N 年/m/N 第二批/m/N 基建/a/N 集中/v/N 打捆/v/N 招标/n/N (/x/N 蒸汽/n/N 轮/zg/N 发电机/n/N 、/x/N 烟气/n/N 净化/n/N )/x/N 招标/n/N 中标/n/N 通知书/nr/N ,/x/N 通知/v/N 本/r/N 公司/n/N 在/p/N 花溪/nr/N 烟气/n/N 净化/n/N 、/x/N 仁怀/nr/N 烟气/n/N 净化/n/N 、/x/N 芜湖/ns/N 烟气/n/N 净化/n/N 、/x/N 霸州/ns/N 烟气/n/N 净化/n/N 标段/n/N 招标/n/N 中/f/N 中标/n/N ,/x/N 中标/n/N 价格/n/N 约/d/N 7/m/N ,/x/N 500.00/m/N 万元/m/N ,/x/N 占/v/N 2013/m/N 年/m/N 经/n/N 审计/v/N 营业/n/N 收入/v/N 的/uj/N
93547	中电国际新能源控股有限公司	本公司与中电国际新能源控股有限公司不存在关联关系	本/r/N 公司/n/N 与/p/N 中电/nt/Y 国际/n/Y 新能源/n/Y 控股/v/Y 有限公司/n/Y 不/d/Y 存在/v/N 关联/ns/N 关系/n/N
93547	中电国际新能源控股有限公司	本公司董事会确信中电国际新能源控股有限公司及本公司能够全面及时履行该合约,但上述合同履行存在受不可抗力影响造成的风险	本/r/N 公司/n/N 董事会/n/N 确信/v/N 中/f/Y 电/n/Y 国际/n/Y 新能源/n/Y 控股/v/Y 有限公司/n/Y 及/c/N 本/r/N 公司/n/N 能够/v/N 全面/n/N 及时/c/N 履行/v/N 该/r/N 合约/n/N ,/x/N 但/c/N 上述/b/N 合同/a/N 履行/v/N 存在/v/N 受/v/N 不可抗力/l/N 影响/vn/N 造成/v/N 的/uj/N 风险/n/N
16586505	PETRONASCarigaliIraqHoldingB.V.	华油惠博普科技股份有限公司(以下简称“公司”)于2017年8月24日收到PETRONASCarigaliIraqHoldingB.V.(以下简称“PCIHBV”)发来的《授标函》,确认公司为伊拉克Garraf油田三期原油井间集输EPCC项目的中标单位,该项目合同金额为59,481,000美元(约合人民币4亿元)	华油/nz/N 惠博普/nr/N 科技股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2017/m/N 年/m/N 8/m/N 月/m/N 24/m/N 日/m/N 收到/v/N PETRONASCarigaliIraqHoldingB/eng/Y ./m/Y V/eng/Y ./m/Y (/x/N 以下/f/N 简称/v/N “/x/N PCIHBV/eng/N ”/x/N )/x/N 发来/v/N 的/uj/N 《/x/N 授标/v/N 函/n/N 》/x/N ,/x/N 确认/v/N 公司/n/N 为/p/N 伊拉克/nrt/N Garraf/eng/N 油田/n/N 三期/t/N 原/n/N 油井/n/N 间/f/N 集输/vn/N EPCC/eng/N 项目/n/N 的/uj/N 中标/n/N 单位/n/N ,/x/N 该/r/N 项目/n/N 合同/a/N 金额/n/N 为/p/N 59/m/N ,/x/N 481/m/N ,/x/N 000/m/N 美元/q/N (/x/N 约合/vn/N 人民币/n/N 4/x/N 亿元/m/N )/x/N
16586505	PETRONASCarigaliIraqHoldingB.V.	PETRONASCarigaliIraqHoldingB.V.是PetroliamNationalBerhad(马来西亚国家石油公司,以下简称“PETRONAS”)旗下伊拉克控股子公司	PETRONASCarigaliIraqHoldingB/eng/Y ./m/Y V/eng/Y ./m/Y 是/v/N PetroliamNationalBerhad/eng/N (/x/N 马来西亚/ns/N 国家/n/N 石油/n/N 公司/n/N ,/x/N 以下/f/N 简称/v/N “/x/N PETRONAS/eng/N ”/x/N )/x/N 旗下/n/N 伊拉克/nrt/N 控股/v/N 子公司/n/N
1503747	华润水泥(长治)有限公司	近日,中国中材国际工程股份有限公司(以下简称公司)天津分公司与华润水泥(长治)有限公司(以下简称业主)签署了日产4500吨新型干法水泥熟料生产线工程总承包合同	近日/t/N ,/x/N 中国/ns/N 中/f/N 材/zg/N 国际/n/N 工程/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N 公司/n/N )/x/N 天津/ns/N 分公司/n/N 与/p/N 华润/nz/Y 水泥/n/Y (/x/Y 长治/n/Y )/x/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N 业主/n/N )/x/N 签署/v/N 了/ul/N 日产/j/N 4500/m/N 吨/m/N 新型/b/N 干法/n/N 水泥/n/N 熟料/n/N 生产线/n/N 工程/n/N 总/b/N 承包合同/n/N
807409	中化泉州石化有限公司	2011年10月21日,山东三维石化工程股份有限公司(以下简称“公司”)与中化泉州石化有限公司在福建省泉州市签署了《中化泉州1200万吨/年炼油项目38万吨/年硫磺回收联合装置设计、采购与施工总承包合同》(以下简称“合同”,合同具体介绍详见《上海证券报》、《中国证券报》、《证券时报》、《证券日报》及巨潮资讯网(http://www.cninfo.com.cn)刊登的2011-033号公告)	2011/m/N 年/m/N 10/m/N 月/m/N 21/m/N 日/m/N ,/x/N 山东/ns/N 三维/m/N 石化/j/N 工程/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 与/p/N 中化/j/Y 泉州/ns/Y 石化/j/Y 有限公司/n/Y 在/p/N 福建省/ns/N 泉州市/ns/N 签署/v/N 了/ul/N 《/x/N 中化/j/N 泉州/ns/N 1200/m/N 万吨/m/N //x/N 年/m/N 炼油/n/N 项目/n/N 38/m/N 万吨/m/N //x/N 年/m/N 硫磺/n/N 回收/v/N 联合/v/N 装置/n/N 设计/vn/N 、/x/N 采购/v/N 与/p/N 施工/vn/N 总/b/N 承包合同/n/N 》/x/N (/x/N 以下/f/N 简称/v/N “/x/N 合同/a/N ”/x/N ,/x/N 合同/a/N 具体/a/N 介绍/v/N 详见/a/N 《/x/N 上海/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 中国/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 证券时报/n/N 》/x/N 、/x/N 《/x/N 证券日报/n/N 》/x/N 及/c/N 巨潮/n/N 资讯网/n/N (/x/N http/eng/N :/x/N //x/N //x/N www/eng/N ./m/N cninfo/eng/N ./m/N com/eng/N ./m/N cn/eng/N )/x/N 刊登/v/N 的/uj/N 2011/m/N -/x/N 033/m/N 号/m/N 公告/n/N )/x/N
524735	浙江省舟山连岛工程建设指挥部	近日本公司收到浙江省舟山连岛工程建设指挥部发来的“中标通知书”,通知公司已中标舟山大陆连岛工程金塘大桥土建工程施工(第II合同段)	近/a/N 日本公司/nt/N 收到/v/N 浙江省/ns/Y 舟山/ns/Y 连岛/ns/Y 工程建设/l/Y 指挥部/n/Y 发来/v/N 的/uj/N “/x/N 中标/n/N 通知书/nr/N ”/x/N ,/x/N 通知/v/N 公司/n/N 已/d/N 中标/n/N 舟山/ns/N 大/a/N 陆连岛/nr/N 工程/n/N 金塘/nr/N 大桥/ns/N 土建工程/l/N 施工/vn/N (/x/N 第/m/N II/eng/N 合同/a/N 段/q/N )/x/N
15593661	邯郸发兴房地产开发有限公司	高财(上海)商业保理有限公司(以下简称“瑞丰保理”)于2015年12月15日与邯郸发兴房地产开发有限公司(以下简称“邯郸发兴”)签署了《有追索权保理合同》(以下简称“《保理合同》”),根据《保理合同》:邯郸发兴将符合条件的应收账款人民币3.5亿元转让给瑞丰保理;满足相关条件后瑞丰保理向邯郸发兴提供人民币3亿元的融资款;自融资款发放之日起满一年的前五个工作日,邯郸发兴承诺向瑞丰保理提前回购应收账款,回购金额为人民币1.5亿元,自融资款发放之日起满两年的前五个工作日,邯郸发兴承诺向瑞丰保理提前回购应收账款,回购金额为人民币1.5亿元	高/a/N 财/n/N (/x/N 上海/ns/N )/x/N 商业/n/N 保理/v/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 瑞丰/ns/N 保理/v/N ”/x/N )/x/N 于/p/N 2015/m/N 年/m/N 12/m/N 月/m/N 15/m/N 日/m/N 与/p/N 邯郸/ns/Y 发兴/vn/Y 房地产/j/Y 开发/v/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 邯郸/ns/N 发兴/vn/N ”/x/N )/x/N 签署/v/N 了/ul/N 《/x/N 有/v/N 追索权/n/N 保理/v/N 合同/a/N 》/x/N (/x/N 以下/f/N 简称/v/N “/x/N 《/x/N 保理/v/N 合同/a/N 》/x/N ”/x/N )/x/N ,/x/N 根据/p/N 《/x/N 保理/v/N 合同/a/N 》/x/N :/x/N 邯郸/ns/N 发兴/vn/N 将/d/N 符合条件/n/N 的/uj/N 应收/v/N 账款/n/N 人民币/n/N 3.5/m/N 亿元/m/N 转让/v/N 给/p/N 瑞丰/ns/N 保理/v/N ;/x/N 满足/v/N 相关/v/N 条件/n/N 后瑞丰/nr/N 保理/v/N 向/p/N 邯郸/ns/N 发兴/vn/N 提供/v/N 人民币/n/N 3/x/N 亿元/m/N 的/uj/N 融资/vn/N 款/m/N ;/x/N 自/p/N 融资/vn/N 款/m/N 发放/v/N 之日起/ns/N 满/a/N 一年/m/N 的/uj/N 前/n/N 五个/m/N 工作日/n/N ,/x/N 邯郸/ns/N 发兴/vn/N 承诺/v/N 向瑞丰/nr/N 保理/v/N 提前/v/N 回购/v/N 应收/v/N 账款/n/N ,/x/N 回购/v/N 金额/n/N 为/p/N 人民币/n/N 1.5/m/N 亿元/m/N ,/x/N 自/p/N 融资/vn/N 款/m/N 发放/v/N 之日起/ns/N 满/a/N 两年/m/N 的/uj/N 前/n/N 五个/m/N 工作日/n/N ,/x/N 邯郸/ns/N 发兴/vn/N 承诺/v/N 向瑞丰/nr/N 保理/v/N 提前/v/N 回购/v/N 应收/v/N 账款/n/N ,/x/N 回购/v/N 金额/n/N 为/p/N 人民币/n/N 1.5/m/N 亿元/m/N
