"Label","ID","Date","Events"
18,3421,"1939 April 18","The Soviet Union proposes a ""peace front"" to resist aggression."
35,3422,"1939 April 18","Robert Menzies is elected leader of the United Australia Party and consequently becomes the 12th Prime Minister of Australia, defeating former Prime Minister Billy Hughes. However, he would not be sworn in until April 26th due to Earle Page and his Country Party refusing to serve under him."
26,3423,"1939 April 20","Billie Holiday records ""Strange Fruit"", the first anti-lynching song."
42,3424,"1939 April 25","The Federal Security Agency (FSA) is founded in the United States, along with the Civilian Conservation Corps and Public Health Service."
26,3425,"1939 April 27","Ely Racecourse in Cardiff closes."
35,3426,"1939 April 28","In a speech before the Reichstag, Adolf Hitler renounces the Anglo-German Naval Agreement and the Germanâ€“Polish Non-Aggression Pact."
26,3427,"1939 May 1","Batman, created by Bob Kane and Bill Finger, makes his first appearance in Detective comics no. 27 ."
26,3428,"1939 May 2","Major League Baseball's Lou Gehrig, the legendary Yankee first baseman known as ""The Iron Horse"", ends his 2,130 consecutive games played streak after contracting amyotrophic lateral sclerosis. The record stands for 56 years before Cal Ripken, Jr. plays 2,131 consecutive games."
35,3429,"1939 May 3","Vyacheslav Molotov succeeds Maxim Litvinov as Soviet Foreign Commissar."
41,3430,"1939 May 3","The All India Forward Bloc is formed by Netaji Subhas Chandra Bose."
11,3431,"1939 May 6","Carl Friedrich Goerdeler tells the British government that the German and Soviet governments are secretly beginning a rapprochement with the aim of dividing Eastern Europe between them. Goerdeler also informs the British of German economic problems which he states threaten the survival of the Nazi regime, and advises that if a firm stand is made for Poland, then Hitler will be deterred from war."
31,3432,"1939 May 9","Spain leaves the League of Nations."
41,3433,"1939 May 14","Lina Medina, a 5-year-old Peruvian girl, gives birth to a baby boy, becoming the youngest confirmed mother in medical history."
38,3434,"1939 May 17","King George VI and Queen Elizabeth arrive in Quebec City to begin the first-ever tour of Canada by Canada's monarch."
39,3435,"1939 May 17","The British government issues the White Paper of 1939, sharply restricting Jewish immigration to Mandatory Palestine."
11,3436,"1939 May 17","Sweden, Norway, and Finland refuse Germany's offer of non-aggression pacts."
35,3437,"1939 May 18","The HÃ_a Háº£o religious sect is established by Huá»_nh PhÃº Sá»•."
27,3438,"1939 May 20","Pan American Airways begins transatlantic mail service with the inaugural flight of its Boeing 314 flying boat Yankee Clipper from Port Washington, New York, to Marseille."
11,3439,"1939 May 22","Germany and Italy sign the Pact of Steel."
26,3440,"1939 May 24","First issue of Fashizmi is published in Tirana."
11,3441,"1939 June 3","The Soviet government offers its definition of what constitutes ""aggression"", upon which the projected Anglo-Soviet-French alliance will come into effect. The French Foreign Minister Georges Bonnet accepts the Soviet definition of aggression at once. The British reject the Soviet definition, especially the concept of ""indirect aggression"", which they feel is too loose a definition and phrased in such a manner as to imply the Soviet right of inference in the internal affairs of nations of Eastern Europe."
3,3442,"1939 June 4","The St. Louis, a ship carrying a cargo of 907 Jewish refugees, is denied permission to land in Florida after already having been turned away from Cuba. Forced to return to Europe, many of its passengers later die in Nazi death camps during The Holocaust."
25,3443,"1939 June 6","The first Little League Baseball game is played in Williamsport, Pennsylvania."
27,3444,"1939 June 10","MGM's first successful animated character, Barney Bear, makes his debut in The Bear That Couldn't Sleep. However, he didn't have a name until 1942."
26,3445,"1939 June 12","The National Baseball Hall of Fame and Museum is officially dedicated in Cooperstown, New York."
1,3446,"1939 June 14","Tientsin Incident: The Japanese blockade the British concession in Tianjin, China, beginning a crisis which almost causes an Anglo-Japanese war in the summer of 1939."
41,3447,"1939 June 17","In the last public guillotining in France, murderer Eugen Weidmann is decapitated by the guillotine."
41,3448,"1939 June 21","New York Yankees announce Lou Gehrig's retirement after doctors reveal he has amyotrophic lateral sclerosis."
11,3449,"1939 June 23","Talks are completed in Ankara between French Ambassador RenÃ© Massigli and Turkish Foreign Minister Å_Ã_krÃ_ SaracoÄŸlu, resolving the Hatay dispute in Turkey's favor. Turkey annexes Hatay."
31,3450,"1939 June 24","The government of Siam changes its name to Thailand, which means 'Free Land'."
37,3451,"1939 July 2","The 1st World Science Fiction Convention opens in New York City."
35,3452,"1939 July 2","Theodore Roosevelt's head is dedicated at Mount Rushmore."
26,3453,"1939 July 4","Lou Gehrig gives his last public speech, following a diagnosis of amyotrophic lateral sclerosis (ALS). In it, he says, ""Today, I consider myself the luckiest man on the face of the earth."""
41,3454,"1939 July 4","The Neuengamme concentration camp becomes autonomous."
29,3455,"1939 July 6","The last remaining Jewish enterprises in Germany are closed by the Nazis."
27,3456,"1939 July 8","The Pan American Airways Boeing 314 flying boat Yankee Clipper inaugurates the world's first heavier-than-air North Atlantic air passenger service between the United States (Port Washington, New York) and Britain."
26,3457,"1939 July 23","Mahatma Gandhi the spiritual leader from India writes a personal letter to Adolf Hitler addressing him ""My friend"", requesting to prevent any possible war."
26,3458,"1939 August 2","The Einsteinâ€“SzilÃ¡rd letter is signed, advising President of the United States Franklin D. Roosevelt of the potential use of uranium to construct an atomic bomb."
35,3459,"1939 August 4","Neville Chamberlain dismisses Parliament until October 3."
27,3460,"1939 August 15","MGM's classic musical film The Wizard of Oz, based on L. Frank Baum's famous novel, and starring Judy Garland as Dorothy, premieres at Grauman's Chinese Theatre in Hollywood."
41,3461,"1939 August 19","Adolf Hitler, after evaluating the pace of the non-aggression negotiations with the Soviet Union, orders the Kriegsmarine to begin the opening operations for Fall Weiss, the invasion of Poland. The German pocket battleship Admiral Graf Spee, along with the German pocket battleship Deutschland, as well as dozens of u-boats, cast off for their advance positions. According to William L. Shirer, Hitler spends the next few days worrying that the Russians will not come to terms in time for the rest of the invasion plans to unfold as scheduled."
1,3462,"1939 August 20","Armored forces under the command of Soviet General Georgy Zhukov deliver a decisive defeat to Imperial Japanese Army forces in the Japanese-Soviet border war in Inner Mongolia."
11,3463,"1939 August 23","Molotovâ€“Ribbentrop Pact signed between Germany and the Soviet Union, a neutrality treaty that also agreed to division of spheres of influence (Finland, Estonia, Latvia, eastern Poland and Bessarabia (today Moldova), north-east province of Romania to the Soviet Union; Lithuania and western Poland to Germany). Its annex reassigns Lithuania to the Soviet Union."
17,3464,"1939 August 24","As details of the Molotovâ€“Ribbentrop Pact become public, Neville Chamberlain recalls the Parliament of the United Kingdom several weeks early. In a burst of legislation, a War Powers Act is approved; and HMG order the Royal Navy to be put on a war footing, all leaves to be cancelled, and the Naval and coast defense reserves to be called up, especially radar and anti-aircraft units. In addition, the last British and French private citizens in Germany are ordered home by their respective Governments."
11,3465,"1939 August 25","The German Foreign Ministry cuts off all telegraph and telephone communication with the outside world in accordance with the plan for Fall Weiss. At approximately 1830 Central European time, Adolf Hitler postpones Fall Weiss for 5 days, after receiving a message from Benito Mussolini that he will not honor the Pact of Steel if Germany attacks Poland, and because Chamberlain's government has not fallen as a result of the German-Soviet Non-Aggression Pact. Some units already in their forward positions (the attack is scheduled for 0430 the next day) do not get the word in time and attack various targets along the border. That same day, Neville Chamberlain gives Edward Rydz-Å_migÅ‚y his ""ironclad guarantee"" of assistance if Poland is attacked by Germany."
